"lng","lat","time","elevation","date"
22.7978004324416,-32.2994295710586,"09:47:20",912.800000190735,"2022-03-20"
22.7977814893404,-32.2994143998139,"09:47:21",912.60000038147,"2022-03-20"
22.7974655754099,-32.2993423154466,"09:47:29",912.39999961853,"2022-03-20"
22.7971079196015,-32.2993230370693,"09:47:37",912.199999809265,"2022-03-20"
22.7967680334279,-32.2993330953531,"09:47:44",913,"2022-03-20"
22.7964684642086,-32.299417249661,"09:47:52",914,"2022-03-20"
22.7961890115569,-32.2995278069638,"09:48:00",914.39999961853,"2022-03-20"
22.7959512169639,-32.2996697125845,"09:48:10",914,"2022-03-20"
22.7959132469425,-32.2996812796109,"09:48:11",914,"2022-03-20"
22.7956251609305,-32.2997738996409,"09:48:20",913.39999961853,"2022-03-20"
22.7953289444724,-32.2998603170626,"09:48:28",913.39999961853,"2022-03-20"
22.795018562598,-32.2999525179975,"09:48:37",914,"2022-03-20"
22.7947054146955,-32.3000446351133,"09:48:46",914,"2022-03-20"
22.7946687857786,-32.3000602254532,"09:48:47",914,"2022-03-20"
22.7944104555229,-32.3001531807594,"09:48:55",914.60000038147,"2022-03-20"
22.7943060170094,-32.3001884685718,"09:48:58",914.800000190735,"2022-03-20"
22.7939926176498,-32.3002831002586,"09:49:07",915,"2022-03-20"
22.7936967364678,-32.3003607166819,"09:49:14",915,"2022-03-20"
22.7933762124905,-32.30045870113,"09:49:22",914.800000190735,"2022-03-20"
22.7930831811557,-32.3005375748389,"09:49:29",914.60000038147,"2022-03-20"
22.7928028903136,-32.3006404207908,"09:49:37",915,"2022-03-20"
22.7924798517654,-32.3007317835353,"09:49:45",914.60000038147,"2022-03-20"
22.792343981115,-32.3007669875287,"09:49:48",914.39999961853,"2022-03-20"
22.7920324257741,-32.3008674027287,"09:49:55",914,"2022-03-20"
22.7917324374596,-32.3009778762125,"09:50:02",913.800000190735,"2022-03-20"
22.7914497158656,-32.3010738490038,"09:50:10",913.60000038147,"2022-03-20"
22.791144111676,-32.3011521359794,"09:50:17",914.60000038147,"2022-03-20"
22.7908307961354,-32.3012057801597,"09:50:25",915,"2022-03-20"
22.790480851678,-32.3012159222625,"09:50:35",916,"2022-03-20"
22.7901526163498,-32.3012705722712,"09:50:44",916,"2022-03-20"
22.7898062761108,-32.3013177623861,"09:50:52",916,"2022-03-20"
22.7894598520527,-32.3013691434525,"09:51:01",915.60000038147,"2022-03-20"
22.7894176910797,-32.3013786150031,"09:51:02",915.800000190735,"2022-03-20"
22.7890768828968,-32.3014429042004,"09:51:10",915,"2022-03-20"
22.7887767269442,-32.3015250468515,"09:51:17",914.800000190735,"2022-03-20"
22.7884687758217,-32.3015882464014,"09:51:23",913.60000038147,"2022-03-20"
22.7881635069082,-32.301679609146,"09:51:30",913.199999809265,"2022-03-20"
22.787832840828,-32.3017665294819,"09:51:38",913,"2022-03-20"
22.7874936252067,-32.3018425533436,"09:51:46",913.39999961853,"2022-03-20"
22.7871621209363,-32.3018982091807,"09:51:54",913.800000190735,"2022-03-20"
22.7867969214151,-32.3019345866405,"09:52:02",913.800000190735,"2022-03-20"
22.7864405228922,-32.3019687009864,"09:52:11",914.800000190735,"2022-03-20"
22.7861119522879,-32.3020077606552,"09:52:19",915,"2022-03-20"
22.7857730719427,-32.3020663501583,"09:52:28",915,"2022-03-20"
22.7854872490445,-32.3020938428007,"09:52:35",915.800000190735,"2022-03-20"
