"lng","lat","time","elevation","date"
22.7429328295568,-32.2977780846767,"15:27:35",909,"2022-12-18"
22.7429873119274,-32.2977821079903,"15:27:36",909,"2022-12-18"
22.7431215900162,-32.2977997938059,"15:27:40",908.800000190735,"2022-12-18"
22.7433468117545,-32.2978903183602,"15:27:45",908.39999961853,"2022-12-18"
22.7434406052509,-32.2979173919074,"15:27:47",908.199999809265,"2022-12-18"
22.7435007873157,-32.297937424656,"15:27:48",908.199999809265,"2022-12-18"
22.7435432835648,-32.2979551104717,"15:27:49",908.199999809265,"2022-12-18"
22.7436141944656,-32.2979888895415,"15:27:51",908,"2022-12-18"
22.7437441977838,-32.298061476823,"15:27:54",908,"2022-12-18"
22.7438572696576,-32.2981312980764,"15:27:57",908,"2022-12-18"
22.7440760373304,-32.2982321323715,"15:28:02",907.800000190735,"2022-12-18"
22.7443500417451,-32.2983537537866,"15:28:08",907.400000095367,"2022-12-18"
22.7444784525016,-32.2984082361572,"15:28:11",907.199999809265,"2022-12-18"
22.7447643592188,-32.2985191287361,"15:28:17",907,"2022-12-18"
22.7448959550986,-32.2985730243735,"15:28:20",906.800000190735,"2022-12-18"
22.745232488511,-32.2986503893398,"15:28:26",906.400000095367,"2022-12-18"
22.7453306405971,-32.2986596932523,"15:28:28",906.199999809265,"2022-12-18"
22.745502134336,-32.2986788039915,"15:28:31",906,"2022-12-18"
22.7457483108321,-32.2986791392677,"15:28:35",906,"2022-12-18"
22.745988536177,-32.2987484576069,"15:28:40",906,"2022-12-18"
22.7461104928682,-32.298907294672,"15:28:46",906,"2022-12-18"
22.7461529891173,-32.2991096338146,"15:28:53",906,"2022-12-18"
22.74612851396,-32.2992990648262,"15:28:59",906,"2022-12-18"
22.7460717684755,-32.2993610909097,"15:29:01",906,"2022-12-18"
22.7458875342438,-32.2995158208423,"15:29:07",906.199999809265,"2022-12-18"
22.7458652383814,-32.2996887395047,"15:29:13",906.400000095367,"2022-12-18"
22.7458727820942,-32.299834836077,"15:29:18",906.599999904633,"2022-12-18"
22.7459384962151,-32.3000064136349,"15:29:24",906.800000190735,"2022-12-18"
22.7460900410244,-32.3001924080663,"15:29:31",907,"2022-12-18"
22.7461186233142,-32.3002300428115,"15:29:32",907,"2022-12-18"
22.7462174459526,-32.3004184679948,"15:29:38",907.199999809265,"2022-12-18"
22.7463502991179,-32.3005930630379,"15:29:44",907.400000095367,"2022-12-18"
22.746448367385,-32.3006944002472,"15:29:48",907.400000095367,"2022-12-18"
22.746606785355,-32.3008580988161,"15:29:54",907.599999904633,"2022-12-18"
22.7466899338344,-32.3009523952268,"15:29:57",907.800000190735,"2022-12-18"
22.7466493654231,-32.3011018445604,"15:30:02",908,"2022-12-18"
22.7466214536855,-32.3012928681337,"15:30:08",908.199999809265,"2022-12-18"
22.7466212022284,-32.3013590013497,"15:30:10",908.39999961853,"2022-12-18"
22.7466342779974,-32.3015470074378,"15:30:16",908.60000038147,"2022-12-18"
22.746641151158,-32.3015754220896,"15:30:17",908.60000038147,"2022-12-18"
22.746646431757,-32.3017571417503,"15:30:23",908.60000038147,"2022-12-18"
22.7466340265403,-32.3018189163767,"15:30:25",908.60000038147,"2022-12-18"
22.746654478384,-32.3019905777536,"15:30:32",908.39999961853,"2022-12-18"
22.7466160054484,-32.3021929168962,"15:30:38",908,"2022-12-18"
22.7465818911025,-32.3023893048875,"15:30:44",907.599999904633,"2022-12-18"
22.7465699888,-32.3024578688555,"15:30:46",907.400000095367,"2022-12-18"
22.746548782585,-32.3026624711119,"15:30:52",907.199999809265,"2022-12-18"
22.7465388919393,-32.3027610422932,"15:30:55",907.199999809265,"2022-12-18"
22.7465288336555,-32.3029690811299,"15:31:02",907.199999809265,"2022-12-18"
22.7465245588848,-32.3030016029142,"15:31:03",907.199999809265,"2022-12-18"
