"lng","lat","time","elevation","date"
22.753327730594,-32.3023973515146,"10:08:26",904.800000190735,"2022-08-18"
22.7535300697366,-32.3025413526111,"10:08:33",905,"2022-08-18"
22.7537680319676,-32.3026724455767,"10:08:40",905,"2022-08-18"
22.7537866397927,-32.3026938194297,"10:08:41",905,"2022-08-18"
22.7539269528518,-32.3027675801777,"10:08:45",904.800000190735,"2022-08-18"
22.7542479797432,-32.3028825798892,"10:08:52",904.400000095367,"2022-08-18"
22.7545292764137,-32.3029786364995,"10:08:58",904,"2022-08-18"
22.7548716771582,-32.3030579293035,"10:09:05",903.799999952316,"2022-08-18"
22.7551796282807,-32.3031293431185,"10:09:11",903.400000095367,"2022-08-18"
22.7555325902233,-32.3031925426684,"10:09:18",903.599999904633,"2022-08-18"
22.7558898269365,-32.3032189456634,"10:09:25",903.599999904633,"2022-08-18"
22.7562387655655,-32.3032340330891,"10:09:32",903.599999904633,"2022-08-18"
22.7565833456049,-32.3032689856254,"10:09:39",903.599999904633,"2022-08-18"
22.7569332900623,-32.3032735118531,"10:09:46",903.599999904633,"2022-08-18"
22.7572709969411,-32.3032787924521,"10:09:53",903.599999904633,"2022-08-18"
22.7575883357952,-32.303320953425,"10:10:00",903.799999952316,"2022-08-18"
22.7579494281838,-32.3033543972187,"10:10:08",903.799999952316,"2022-08-18"
22.758304150326,-32.3033680597209,"10:10:16",903.599999904633,"2022-08-18"
22.7586568608115,-32.3033719153963,"10:10:24",904,"2022-08-18"
22.7590078949163,-32.3033350350224,"10:10:32",904.199999809265,"2022-08-18"
22.7593466914425,-32.3032885992788,"10:10:40",904,"2022-08-18"
22.7596717416475,-32.3032860847078,"10:10:48",904,"2022-08-18"
22.7597077000121,-32.303294382792,"10:10:49",904,"2022-08-18"
22.7600480890999,-32.3033236356341,"10:10:57",904,"2022-08-18"
22.7601433913389,-32.3033352026604,"10:10:59",904,"2022-08-18"
22.7605107701549,-32.3033537266664,"10:11:07",903.599999904633,"2022-08-18"
22.7608687612394,-32.3033797105663,"10:11:15",903.799999952316,"2022-08-18"
22.761192889435,-32.3034065326564,"10:11:22",903.799999952316,"2022-08-18"
22.7614958952347,-32.3035064449422,"10:11:30",903.799999952316,"2022-08-18"
22.7616190253923,-32.3036959597729,"10:11:39",903.799999952316,"2022-08-18"
22.7617473523298,-32.3038850555085,"10:11:47",904,"2022-08-18"
22.7618921077976,-32.304063590046,"10:11:55",904.400000095367,"2022-08-18"
22.7620363603512,-32.3042258636914,"10:12:02",905.199999809265,"2022-08-18"
22.7621832951138,-32.3043935017549,"10:12:09",906,"2022-08-18"
22.7622863925228,-32.3045799991004,"10:12:17",906.400000095367,"2022-08-18"
22.7623059223572,-32.3045976849161,"10:12:18",906.400000095367,"2022-08-18"
22.7624116181562,-32.3046726191305,"10:12:22",906.599999904633,"2022-08-18"
22.762535418866,-32.3048432746791,"10:12:30",907,"2022-08-18"
22.7625218401829,-32.3048634750657,"10:12:31",907.199999809265,"2022-08-18"
22.7622664435933,-32.3049902932607,"10:12:40",907.400000095367,"2022-08-18"
22.7620070236901,-32.3051244875305,"10:12:48",907.599999904633,"2022-08-18"
22.7618735837916,-32.3052943887077,"10:12:55",907.599999904633,"2022-08-18"
22.7618780262003,-32.3053229709976,"10:12:56",907.599999904633,"2022-08-18"
22.7619207739065,-32.3055288305395,"10:13:03",907.599999904633,"2022-08-18"
22.7619759268293,-32.3057161660753,"10:13:10",907.400000095367,"2022-08-18"
22.7620273078958,-32.3059169964753,"10:13:17",907.199999809265,"2022-08-18"
