"lng","lat","time","elevation","date"
22.7419221396724,-32.2971560636424,"17:27:39",908.60000038147,"2023-06-13"
22.7419890272597,-32.2971989789866,"17:27:41",908.60000038147,"2023-06-13"
22.7420872631649,-32.2972414752357,"17:27:43",908.60000038147,"2023-06-13"
22.7423708229492,-32.297369047802,"17:27:49",908.60000038147,"2023-06-13"
22.7424168395976,-32.2973923494928,"17:27:50",908.60000038147,"2023-06-13"
22.7426671232263,-32.2974877355509,"17:27:55",908.800000190735,"2023-06-13"
22.7427965398112,-32.2975739015155,"17:27:59",908.800000190735,"2023-06-13"
22.7428356832991,-32.2975953591876,"17:28:00",908.800000190735,"2023-06-13"
22.7430814407,-32.2977138792984,"17:28:06",909,"2023-06-13"
22.743115806503,-32.2977381029986,"17:28:07",908.800000190735,"2023-06-13"
22.7431524354199,-32.2977633325271,"17:28:08",908.800000190735,"2023-06-13"
22.7432243521491,-32.2978172281645,"17:28:10",908.60000038147,"2023-06-13"
22.7434006235728,-32.2978838642948,"17:28:14",908.39999961853,"2023-06-13"
22.7434973507354,-32.2979043999575,"17:28:16",908.199999809265,"2023-06-13"
22.7435363265852,-32.2979266120009,"17:28:17",908.199999809265,"2023-06-13"
22.7436192236075,-32.2979723771922,"17:28:19",908,"2023-06-13"
22.7438692557791,-32.2980912325792,"17:28:25",908,"2023-06-13"
22.7439564275721,-32.2981269394867,"17:28:27",907.800000190735,"2023-06-13"
22.7442126623521,-32.2982569428049,"17:28:33",907.599999904633,"2023-06-13"
22.7442989959547,-32.2982904704176,"17:28:35",907.400000095367,"2023-06-13"
22.7445599246005,-32.298397339683,"17:28:41",907.199999809265,"2023-06-13"
22.7446477669457,-32.2984260896109,"17:28:43",907,"2023-06-13"
22.7449764213691,-32.2985020296537,"17:28:50",906.599999904633,"2023-06-13"
22.7450339212248,-32.2985131775849,"17:28:51",906.599999904633,"2023-06-13"
22.7452103602866,-32.2985383232944,"17:28:54",906.400000095367,"2023-06-13"
22.7453665151427,-32.2985265048109,"17:28:57",906.199999809265,"2023-06-13"
22.7454140405336,-32.2985296061151,"17:28:58",906.199999809265,"2023-06-13"
22.7457257635126,-32.2985668217652,"17:29:03",906,"2023-06-13"
22.7459479677657,-32.2986631298326,"17:29:08",906,"2023-06-13"
22.7459747898558,-32.2986910415702,"17:29:09",906,"2023-06-13"
22.7460638056675,-32.2988714201264,"17:29:15",906,"2023-06-13"
22.7460482991466,-32.2990665508323,"17:29:21",906,"2023-06-13"
22.7460328764448,-32.2991315944009,"17:29:23",906,"2023-06-13"
22.7459774720648,-32.2993141522519,"17:29:29",906,"2023-06-13"
22.7459772206077,-32.2993412257992,"17:29:30",906,"2023-06-13"
